"hz";"db"
20;-7,76004469487816
21,4606188105231;-0,322555645834655
23,027907986529;-4,98068033019081
24,7096577651349;-3,34943895926699
26,5142273118022;-3,05897668935359
28,4505862697074;-4,38989550340921
30,5283593435047;-9,80624753516167
32,7578741390813;-1,21480867266655
35,1502124970958;-3,7426536437124
37,717265575453;-8,41890788637102
40,4717929545032;-9,80011048959568
43,4274860587504;-2,11734367534518
46,5990362103074;-7,28214408736676
50,0022076523586;-4,94037804193795
53,6539159055945;-3,75435972353444
57,5723118470914;-1,14976193988696
61,7768719295496;-4,33542273705825
66,2884949893285;-7,60518084745854
71,1296061244626;-3,34267985774204
76,3242681589872;-4,91261049872264
81,8983012476085;-2,9216834413819
87,8794112152158;-2,07401514751837
94,2973272691479;-6,43405565293506
101,183949768716;-1,0633365274407
108,573508786477;-5,52898738533258
116,502734249379;-1,5255629317835
125,01103850548;-6,27975262934342
134,140712223686;-2,6456592255272
143,93713460023;-4,98818321153522
154,448998916725;-4,47240668581799
165,728554570937;-2,59282106533647
177,831866783293;-0,689786178991199
190,819095269999;-0,540710550267249
204,754793267917;0,162103720474988
219,708228397512;5,43383421655744
235,753726958717;1,82713473401964
252,971043371059;2,07039491739124
271,445756594331;4,65985537832603
291,269695500249;2,36816954193637
312,541395309399;5,50436250166968
335,366587362202;0,838610887527466
359,85872465831;3,94451966369525
386,13954577665;2,04825263377279
414,339679979062;2,14310638932511
444,599296505239;4,66972693428397
477,068801286284;2,2014525923878
511,909584539907;1,50284175295383
549,29482296321;4,37910741241649
589,410340510362;3,78931423136964
632,455532033676;4,77659891685471
678,644354379066;3,25217327009887
728,206389862136;3,26837993552908
781,387987410924;1,56677652010694
838,453487047383;3,13313603913411
899,686533793889;2,11382197123021
965,391487535574;3,00856667943299
1035,89493584624;2,26589465746656
1111,54731729738;5,04490432189777
1192,72466331893;5,65106600057334
1279,83046726985;3,60179610690102
1373,2976900086;2,79809054452926
1473,59091193233;2,25253992620856
1581,20864218154;0,36632642056793
1696,68579648815;0,152308541815728
1820,59635598304;0,608155884314328
1953,55622017898;3,16590122831985
2096,22626830937;2,56315245246515
2249,31564423964;2,01410362310708
2413,58528127866;0,250112167093903
2589,85168441052;-2,4486988009885
2778,99098874628;-2,6804370470345
2981,94331436813;-1,95625740755349
3199,71743921212;2,63254782417789
3433,39581321572;-0,651155069936067
3684,13993865343;0,433072110638022
3953,19614340327;2,26025487296283
4241,90177584038;2,47909595444798
4551,69185214958;-1,41035043541342
4884,1061890973;-1,52009117743
5240,7970577167;0,873180722817779
5623,53739594846;-1,76030874811113
6034,22962105859;1,43150210380554
6474,91508563529;1,65918203210458
6947,78422416623;-2,02366690384224
7455,18744062988;0,122570555191487
7999,64679121787;1,45483434107155
8583,86852025756;-1,97995895147324
9210,75651164483;-1,53790930146351
9883,42672264767;-1,64180207066238
10605,222671824;0,301761022768915
11379,7320580366;-1,4846787401475
12210,8045931707;0,398155210074037
13102,571137191;0,221445071976632
14059,4642306509;-2,44078948907554
15086,2401267092;1,85823160177097
16188,0024321662;-1,24409122718498
17370,227475027;2,1165911606513
18638,7915246816;1,25110650993884
20000;-0,156632549129426
